intersection_name,edge_direction,lane_direction,time,n_vehicles
e,south,leftType,4:39:13,0
e,south,straightType,4:39:13,0
e,south,leftType,4:40:34,0
e,south,straightType,4:40:34,0
e,south,leftType,4:41:55,0
e,south,straightType,4:41:55,0
e,south,leftType,4:43:16,0
e,south,straightType,4:43:16,0
e,south,leftType,4:44:37,0
e,south,straightType,4:44:37,2
e,south,leftType,4:45:58,0
e,south,straightType,4:45:58,1
e,south,leftType,4:47:19,0
e,south,straightType,4:47:19,1
e,south,leftType,4:48:40,0
e,south,straightType,4:48:40,0
e,south,leftType,4:50:01,0
e,south,straightType,4:50:01,4
e,south,leftType,4:51:22,0
e,south,straightType,4:51:22,0
e,south,leftType,4:52:43,0
e,south,straightType,4:52:43,4
e,south,leftType,4:54:04,0
e,south,straightType,4:54:04,3
e,south,leftType,4:55:25,0
e,south,straightType,4:55:25,1
e,south,leftType,4:56:46,0
e,south,straightType,4:56:46,1
e,south,leftType,4:58:07,0
e,south,straightType,4:58:07,1
e,south,leftType,4:59:28,0
e,south,straightType,4:59:28,0
e,south,leftType,5:00:49,0
e,south,straightType,5:00:49,1
e,south,leftType,5:02:10,0
e,south,straightType,5:02:10,0
e,south,leftType,5:03:31,0
e,south,straightType,5:03:31,1
e,south,leftType,5:04:52,0
e,south,straightType,5:04:52,1
e,south,leftType,5:06:13,0
e,south,straightType,5:06:13,2
e,south,leftType,5:07:34,1
e,south,straightType,5:07:34,2
e,south,leftType,5:08:55,0
e,south,straightType,5:08:55,1
e,south,leftType,5:10:16,0
e,south,straightType,5:10:16,1
e,south,leftType,5:11:37,0
e,south,straightType,5:11:37,3
e,south,leftType,5:12:58,0
e,south,straightType,5:12:58,2
e,south,leftType,5:14:19,0
e,south,straightType,5:14:19,0
e,south,leftType,5:15:40,0
e,south,straightType,5:15:40,3
e,south,leftType,5:17:01,0
e,south,straightType,5:17:01,2
e,south,leftType,5:18:22,0
e,south,straightType,5:18:22,1
e,south,leftType,5:19:43,0
e,south,straightType,5:19:43,1
e,south,leftType,5:21:04,0
e,south,straightType,5:21:04,2
e,south,leftType,5:22:25,0
e,south,straightType,5:22:25,3
e,south,leftType,5:23:46,0
e,south,straightType,5:23:46,1
e,south,leftType,5:25:07,0
e,south,straightType,5:25:07,5
e,south,leftType,5:26:28,0
e,south,straightType,5:26:28,1
e,south,leftType,5:27:49,0
e,south,straightType,5:27:49,3
e,south,leftType,5:29:10,0
e,south,straightType,5:29:10,0
e,south,leftType,5:30:31,0
e,south,straightType,5:30:31,1
e,south,leftType,5:31:52,0
e,south,straightType,5:31:52,0
e,south,leftType,5:33:13,0
e,south,straightType,5:33:13,1
e,south,leftType,5:34:34,0
e,south,straightType,5:34:34,0
e,south,leftType,5:35:55,0
e,south,straightType,5:35:55,2
e,south,leftType,5:37:16,0
e,south,straightType,5:37:16,3
e,south,leftType,5:38:37,0
e,south,straightType,5:38:37,1
e,south,leftType,5:39:58,0
e,south,straightType,5:39:58,0
e,south,leftType,5:41:19,0
e,south,straightType,5:41:19,1
e,south,leftType,5:42:40,0
e,south,straightType,5:42:40,0
e,south,leftType,5:44:01,0
e,south,straightType,5:44:01,2
e,south,leftType,5:45:22,0
e,south,straightType,5:45:22,2
e,south,leftType,5:46:43,0
e,south,straightType,5:46:43,0
e,south,leftType,5:48:04,0
e,south,straightType,5:48:04,0
e,south,leftType,5:49:25,0
e,south,straightType,5:49:25,2
e,south,leftType,5:50:46,0
e,south,straightType,5:50:46,0
e,south,leftType,5:52:07,0
e,south,straightType,5:52:07,2
e,south,leftType,5:53:28,0
e,south,straightType,5:53:28,1
e,south,leftType,5:54:49,0
e,south,straightType,5:54:49,2
e,south,leftType,5:56:10,0
e,south,straightType,5:56:10,1
e,south,leftType,5:57:31,0
e,south,straightType,5:57:31,2
e,south,leftType,5:58:52,0
e,south,straightType,5:58:52,2
e,south,leftType,6:00:13,0
e,south,straightType,6:00:13,1
e,south,leftType,6:01:34,0
e,south,straightType,6:01:34,0
e,south,leftType,6:02:55,0
e,south,straightType,6:02:55,1
e,south,leftType,6:04:16,0
e,south,straightType,6:04:16,1
e,south,leftType,6:05:37,0
e,south,straightType,6:05:37,1
e,south,leftType,6:06:58,0
e,south,straightType,6:06:58,4
e,south,leftType,6:08:19,0
e,south,straightType,6:08:19,1
e,south,leftType,6:09:40,0
e,south,straightType,6:09:40,1
e,south,leftType,6:11:01,0
e,south,straightType,6:11:01,0
e,south,leftType,6:12:22,0
e,south,straightType,6:12:22,1
e,south,leftType,6:13:43,0
e,south,straightType,6:13:43,3
e,south,leftType,6:15:04,0
e,south,straightType,6:15:04,1
e,south,leftType,6:16:25,0
e,south,straightType,6:16:25,3
e,south,leftType,6:17:46,0
e,south,straightType,6:17:46,1
e,south,leftType,6:19:07,0
e,south,straightType,6:19:07,1
e,south,leftType,6:20:28,0
e,south,straightType,6:20:28,3
e,south,leftType,6:21:49,0
e,south,straightType,6:21:49,1
e,south,leftType,6:23:10,0
e,south,straightType,6:23:10,3
e,south,leftType,6:24:31,0
e,south,straightType,6:24:31,4
e,south,leftType,6:25:52,0
e,south,straightType,6:25:52,2
e,south,leftType,6:27:13,0
e,south,straightType,6:27:13,5
e,south,leftType,6:28:34,0
e,south,straightType,6:28:34,2
e,south,leftType,6:29:55,0
e,south,straightType,6:29:55,1
e,south,leftType,6:31:16,0
e,south,straightType,6:31:16,4
e,south,leftType,6:32:37,0
e,south,straightType,6:32:37,3
e,south,leftType,6:34:09,0
e,south,straightType,6:34:09,4
e,south,leftType,6:35:44,0
e,south,straightType,6:35:44,2
e,south,leftType,6:37:19,0
e,south,straightType,6:37:19,2
e,south,leftType,6:38:54,0
e,south,straightType,6:38:54,3
e,south,leftType,6:40:29,0
e,south,straightType,6:40:29,2
e,south,leftType,6:42:04,0
e,south,straightType,6:42:04,10
e,south,leftType,6:43:39,0
e,south,straightType,6:43:39,1
e,south,leftType,6:45:14,0
e,south,straightType,6:45:14,3
e,south,leftType,6:46:49,0
e,south,straightType,6:46:49,1
e,south,leftType,6:48:22,0
e,south,straightType,6:48:24,4
e,south,leftType,6:49:59,0
e,south,straightType,6:49:59,2
e,south,leftType,6:51:34,0
e,south,straightType,6:51:34,4
e,south,leftType,6:53:09,0
e,south,straightType,6:53:09,3
e,south,leftType,6:54:44,0
e,south,straightType,6:54:44,3
e,south,leftType,6:56:19,0
e,south,straightType,6:56:19,5
e,south,leftType,6:57:54,0
e,south,straightType,6:57:54,2
e,south,leftType,6:58:03,0
e,south,leftType,6:58:07,0
e,south,straightType,6:59:29,3
e,south,leftType,6:59:30,0
e,south,leftType,6:59:39,0
e,south,leftType,6:59:59,0
e,south,leftType,7:00:04,0
e,south,leftType,7:00:09,0
e,south,leftType,7:00:22,0
e,south,straightType,7:01:04,4
e,south,leftType,7:01:06,0
e,south,leftType,7:01:27,0
e,south,leftType,7:01:33,0
e,south,leftType,7:01:41,0
e,south,leftType,7:01:52,0
e,south,leftType,7:02:40,1
e,south,straightType,7:02:40,4
e,south,leftType,7:02:46,0
e,south,leftType,7:02:59,0
e,south,leftType,7:03:05,0
e,south,leftType,7:03:13,0
e,south,leftType,7:03:24,0
e,south,leftType,7:03:29,0
e,south,leftType,7:04:16,0
e,south,straightType,7:04:16,4
e,south,leftType,7:04:36,0
e,south,leftType,7:04:42,0
e,south,leftType,7:04:48,0
e,south,leftType,7:04:55,0
e,south,leftType,7:05:49,1
e,south,straightType,7:05:51,4
e,south,leftType,7:05:54,0
e,south,leftType,7:06:00,0
e,south,leftType,7:06:04,0
e,south,leftType,7:06:08,0
e,south,leftType,7:06:12,0
e,south,leftType,7:06:23,0
e,south,leftType,7:06:32,0
e,south,leftType,7:06:42,0
e,south,leftType,7:07:24,0
e,south,straightType,7:07:25,4
e,south,leftType,7:07:44,0
e,south,leftType,7:08:01,0
e,south,leftType,7:08:05,0
e,south,leftType,7:08:17,0
e,south,leftType,7:09:18,0
e,south,leftType,7:14:24,0
e,south,leftType,7:21:48,0
e,south,leftType,7:23:14,0
e,south,leftType,7:24:49,0
e,south,leftType,7:26:24,0
e,south,leftType,7:28:03,0
e,south,leftType,7:29:37,0
e,south,leftType,7:31:14,0
e,south,leftType,7:32:51,0
e,south,leftType,7:34:26,0
e,south,leftType,7:36:02,0
e,south,leftType,7:37:29,0
e,south,leftType,7:39:04,0
e,south,leftType,7:40:39,0
e,south,straightType,7:40:39,19
e,south,leftType,7:42:14,0
e,south,straightType,7:42:14,23
e,south,leftType,7:43:49,0
e,south,straightType,7:43:49,8
e,south,leftType,7:45:24,0
e,south,straightType,7:45:24,13
e,south,leftType,7:46:59,0
e,south,straightType,7:46:59,6
e,south,leftType,7:48:34,0
e,south,straightType,7:48:34,13
e,south,leftType,7:50:09,0
e,south,straightType,7:50:09,10
e,south,leftType,7:51:44,0
e,south,straightType,7:51:44,8
e,south,leftType,7:53:19,1
e,south,straightType,7:53:19,16
e,south,leftType,7:54:54,0
e,south,straightType,7:54:54,16
e,south,leftType,7:56:29,0
e,south,straightType,7:56:29,11
e,south,leftType,7:58:04,0
e,south,straightType,7:58:04,10
e,south,leftType,7:59:39,0
e,south,straightType,7:59:39,20
e,south,leftType,8:01:14,0
e,south,straightType,8:01:14,7
e,south,leftType,8:02:49,0
e,south,straightType,8:02:49,23
e,south,leftType,8:05:16,0
e,south,straightType,8:05:16,14
e,south,leftType,8:07:43,0
e,south,straightType,8:07:43,19
e,south,leftType,8:10:10,2
e,south,straightType,8:10:10,17
e,south,leftType,8:12:37,0
e,south,straightType,8:12:37,15
e,south,leftType,8:15:04,0
e,south,straightType,8:15:04,25
e,south,leftType,8:17:31,0
e,south,straightType,8:17:31,32
e,south,leftType,8:19:58,0
e,south,straightType,8:19:58,25
e,south,leftType,8:22:25,1
e,south,straightType,8:22:25,22
e,south,leftType,8:24:52,0
e,south,straightType,8:24:52,14
e,south,leftType,8:27:19,0
e,south,straightType,8:27:19,27
e,south,leftType,8:29:46,0
e,south,straightType,8:29:46,30
e,south,leftType,8:32:13,0
e,south,straightType,8:32:13,27
e,south,leftType,8:34:40,0
e,south,straightType,8:34:40,20
e,south,leftType,8:37:07,1
e,south,straightType,8:37:07,28
e,south,leftType,8:39:34,0
e,south,straightType,8:39:34,22
e,south,leftType,8:42:01,0
e,south,straightType,8:42:01,17
e,south,leftType,8:44:28,0
e,south,straightType,8:44:28,29
e,south,leftType,8:46:55,0
e,south,straightType,8:46:55,26
e,south,leftType,8:49:22,0
e,south,straightType,8:49:22,26
e,south,leftType,8:51:49,0
e,south,straightType,8:51:49,23
e,south,leftType,8:54:16,1
e,south,straightType,8:54:16,24
e,south,leftType,8:56:43,1
e,south,straightType,8:56:43,19
e,south,leftType,8:59:10,0
e,south,straightType,8:59:10,27
e,south,leftType,9:01:37,1
e,south,straightType,9:01:37,31
e,south,leftType,9:04:04,2
e,south,straightType,9:04:04,23
e,south,leftType,9:05:51,0
e,south,straightType,9:05:51,17
e,south,leftType,9:07:39,1
e,south,straightType,9:07:39,20
e,south,leftType,9:09:28,0
e,south,straightType,9:09:28,23
e,south,leftType,9:11:16,1
e,south,straightType,9:11:16,13
e,south,leftType,9:13:09,1
e,south,straightType,9:13:09,14
e,south,leftType,9:15:03,0
e,south,straightType,9:15:03,25
e,south,leftType,9:16:56,1
e,south,straightType,9:16:56,16
e,south,leftType,9:18:51,1
e,south,straightType,9:18:51,16
e,south,leftType,9:20:44,0
e,south,straightType,9:20:44,28
e,south,leftType,9:22:38,1
e,south,straightType,9:22:38,15
e,south,leftType,9:24:32,0
e,south,straightType,9:24:32,25
e,south,leftType,9:26:10,0
e,south,straightType,9:26:10,15
e,south,leftType,9:27:43,0
e,south,straightType,9:27:43,7
e,south,leftType,9:29:16,0
e,south,straightType,9:29:16,22
e,south,leftType,9:30:49,0
e,south,straightType,9:30:49,12
e,south,leftType,9:32:23,0
e,south,straightType,9:32:23,28
e,south,leftType,9:33:55,0
e,south,straightType,9:33:55,5
e,south,leftType,9:35:29,0
e,south,straightType,9:35:29,29
e,south,leftType,9:37:00,1
e,south,straightType,9:37:00,8
e,south,leftType,9:38:32,2
e,south,straightType,9:38:32,17
e,south,leftType,9:40:04,2
e,south,straightType,9:40:05,10
e,south,leftType,9:41:36,0
e,south,straightType,9:41:36,25
e,south,leftType,9:43:08,0
e,south,straightType,9:43:08,21
e,south,leftType,9:44:40,0
e,south,straightType,9:44:40,11
e,south,leftType,9:46:12,1
e,south,straightType,9:46:12,22
e,south,leftType,9:47:44,1
e,south,straightType,9:47:44,8
e,south,leftType,9:49:16,0
e,south,straightType,9:49:16,19
e,south,leftType,9:50:48,0
e,south,straightType,9:50:48,10
e,south,leftType,9:52:20,0
e,south,straightType,9:52:20,22
e,south,leftType,9:53:52,0
e,south,straightType,9:53:52,5
e,south,leftType,9:55:24,0
e,south,straightType,9:55:24,25
e,south,leftType,9:56:56,1
e,south,straightType,9:56:56,3
e,south,leftType,9:58:28,0
e,south,straightType,9:58:28,16
e,south,leftType,10:00:00,0
e,south,straightType,10:00:00,21
e,south,leftType,10:01:32,0
e,south,straightType,10:01:32,21
e,south,leftType,10:03:04,0
e,south,straightType,10:03:04,13
e,south,leftType,10:04:35,0
e,south,straightType,10:04:35,9
e,south,leftType,10:06:07,0
e,south,straightType,10:06:07,21
e,south,leftType,10:07:56,0
e,south,straightType,10:07:56,13
e,south,leftType,10:09:33,1
e,south,straightType,10:09:33,33
e,south,leftType,10:11:21,0
e,south,straightType,10:11:21,12
e,south,leftType,10:12:58,0
e,south,straightType,10:12:58,17
e,south,leftType,10:14:29,0
e,south,straightType,10:14:29,16
e,south,leftType,10:16:00,0
e,south,straightType,10:16:00,16
e,south,leftType,10:17:31,0
e,south,straightType,10:17:31,28
e,south,leftType,10:19:19,0
e,south,straightType,10:19:19,8
e,south,leftType,10:20:57,0
e,south,straightType,10:20:57,24
e,south,leftType,10:22:45,0
e,south,straightType,10:22:45,11
